,YearStart,YearEnd,LocationAbbr,LocationDesc,DataSource,ConditionType,Category,Cause_of_Death,Data_Value_Unit,Data_Value_Type,Data_Value,Data_Value_Alt,Data_Value_Footnote_Symbol,Data_Value_Footnote,Effect,ConsumptionPattern,Sex,AgeCategory,AgeGroup,LocationID,ConditionTypeID,CategoryID,Cause_of_DeathID,EffectID,ConsumptionID,SexID,AgeCategoryID,AgeGroupID,DataValueTypeID,DataValueUnitId
24003,2015,2019,LA,Louisiana,ARDI,Chronic,"Liver, Gallbladder, and Pancreas","Liver cirrhosis, unspecified",Alcohol-attributable deaths,5 years average,172,172.0,,,Harmful Effects,Any Alcohol Use,Overall,Other,Overall,22,CHRONIC,CAT4,LIVCIR,HARMEFF,ANYALC,GENALL,OTH,Age0,AAD,5YEARSAVG
24004,2015,2019,LA,Louisiana,ARDI,Chronic,"Liver, Gallbladder, and Pancreas","Liver cirrhosis, unspecified",Alcohol-attributable deaths,5 years average,72,72.0,,,Harmful Effects,Any Alcohol Use,Female,Other,Overall,22,CHRONIC,CAT4,LIVCIR,HARMEFF,ANYALC,GENF,OTH,Age0,AAD,5YEARSAVG
24005,2015,2019,LA,Louisiana,ARDI,Chronic,"Liver, Gallbladder, and Pancreas","Liver cirrhosis, unspecified",Alcohol-attributable deaths,5 years average,76,76.0,,,Harmful Effects,Any Alcohol Use,Overall,Other,50-64,22,CHRONIC,CAT4,LIVCIR,HARMEFF,ANYALC,GENALL,OTH,Age4,AAD,5YEARSAVG
24006,2015,2019,LA,Louisiana,ARDI,Chronic,"Liver, Gallbladder, and Pancreas","Liver cirrhosis, unspecified",Alcohol-attributable deaths,5 years average,78,78.0,,,Harmful Effects,Any Alcohol Use,Overall,Other,65+,22,CHRONIC,CAT4,LIVCIR,HARMEFF,ANYALC,GENALL,OTH,Age5,AAD,5YEARSAVG
24078,2015,2019,LA,Louisiana,ARDI,Chronic,Other Chronic Causes,"Unprovoked seizures, epilepsy, or seizure disorder",Alcohol-attributable deaths,5 years average,14,14.0,,,Harmful Effects,Any Alcohol Use,Overall,Other,Overall,22,CHRONIC,CAT5,SEIZUR,HARMEFF,ANYALC,GENALL,OTH,Age0,AAD,5YEARSAVG
24145,2015,2019,ME,Maine,ARDI,Acute,Alcohol-Related Poisonings,Alcohol poisoning,Alcohol-attributable deaths,5 years average,10,10.0,,,Harmful Effects,Excessive Alcohol Use,Overall,Other,50-64,23,ACUTE,CAT6,ALCPOI,HARMEFF,EXCSVE,GENALL,OTH,Age4,AAD,5YEARSAVG
24146,2015,2019,ME,Maine,ARDI,Acute,Alcohol-Related Poisonings,Alcohol poisoning,Alcohol-attributable deaths,5 years average,24,24.0,,,Harmful Effects,Excessive Alcohol Use,Overall,Other,Overall,23,ACUTE,CAT6,ALCPOI,HARMEFF,EXCSVE,GENALL,OTH,Age0,AAD,5YEARSAVG
24152,2015,2019,ME,Maine,ARDI,Acute,Alcohol-Related Poisonings,Poisoning (not alcohol),Alcohol-attributable deaths,5 years average,21,21.0,,,Harmful Effects,Excessive Alcohol Use,Overall,Other,50-64,23,ACUTE,CAT6,OTHPOI,HARMEFF,EXCSVE,GENALL,OTH,Age4,AAD,5YEARSAVG
24153,2015,2019,ME,Maine,ARDI,Acute,Alcohol-Related Poisonings,Poisoning (not alcohol),Alcohol-attributable deaths,5 years average,26,26.0,,,Harmful Effects,Excessive Alcohol Use,Female,Other,Overall,23,ACUTE,CAT6,OTHPOI,HARMEFF,EXCSVE,GENF,OTH,Age0,AAD,5YEARSAVG
24154,2015,2019,ME,Maine,ARDI,Acute,Alcohol-Related Poisonings,Poisoning (not alcohol),Alcohol-attributable deaths,5 years average,32,32.0,,,Harmful Effects,Excessive Alcohol Use,Overall,Other,20-34,23,ACUTE,CAT6,OTHPOI,HARMEFF,EXCSVE,GENALL,OTH,Age2,AAD,5YEARSAVG
24155,2015,2019,ME,Maine,ARDI,Acute,Alcohol-Related Poisonings,Poisoning (not alcohol),Alcohol-attributable deaths,5 years average,37,37.0,,,Harmful Effects,Excessive Alcohol Use,Overall,Other,35-49,23,ACUTE,CAT6,OTHPOI,HARMEFF,EXCSVE,GENALL,OTH,Age3,AAD,5YEARSAVG
24156,2015,2019,ME,Maine,ARDI,Acute,Alcohol-Related Poisonings,Poisoning (not alcohol),Alcohol-attributable deaths,5 years average,67,67.0,,,Harmful Effects,Excessive Alcohol Use,Male,Other,Overall,23,ACUTE,CAT6,OTHPOI,HARMEFF,EXCSVE,GENM,OTH,Age0,AAD,5YEARSAVG
24157,2015,2019,ME,Maine,ARDI,Acute,Alcohol-Related Poisonings,Poisoning (not alcohol),Alcohol-attributable deaths,5 years average,93,93.0,,,Harmful Effects,Excessive Alcohol Use,Overall,Other,Overall,23,ACUTE,CAT6,OTHPOI,HARMEFF,EXCSVE,GENALL,OTH,Age0,AAD,5YEARSAVG
24163,2015,2019,ME,Maine,ARDI,Acute,Motor Vehicle Traffic Crashes,Motor vehicle traffic crashes,Alcohol-attributable deaths,5 years average,11,11.0,,,Harmful Effects,Excessive Alcohol Use,Overall,Other,50-64,23,ACUTE,CAT7,MTVTRA,HARMEFF,EXCSVE,GENALL,OTH,Age4,AAD,5YEARSAVG
24164,2015,2019,ME,Maine,ARDI,Acute,Motor Vehicle Traffic Crashes,Motor vehicle traffic crashes,Alcohol-attributable deaths,5 years average,14,14.0,,,Harmful Effects,Excessive Alcohol Use,Female,Other,Overall,23,ACUTE,CAT7,MTVTRA,HARMEFF,EXCSVE,GENF,OTH,Age0,AAD,5YEARSAVG
24165,2015,2019,ME,Maine,ARDI,Acute,Motor Vehicle Traffic Crashes,Motor vehicle traffic crashes,Alcohol-attributable deaths,5 years average,14,14.0,,,Harmful Effects,Excessive Alcohol Use,Overall,Other,35-49,23,ACUTE,CAT7,MTVTRA,HARMEFF,EXCSVE,GENALL,OTH,Age3,AAD,5YEARSAVG
24166,2015,2019,ME,Maine,ARDI,Acute,Motor Vehicle Traffic Crashes,Motor vehicle traffic crashes,Alcohol-attributable deaths,5 years average,21,21.0,,,Harmful Effects,Excessive Alcohol Use,Overall,Other,20-34,23,ACUTE,CAT7,MTVTRA,HARMEFF,EXCSVE,GENALL,OTH,Age2,AAD,5YEARSAVG
24167,2015,2019,ME,Maine,ARDI,Acute,Motor Vehicle Traffic Crashes,Motor vehicle traffic crashes,Alcohol-attributable deaths,5 years average,39,39.0,,,Harmful Effects,Excessive Alcohol Use,Male,Other,Overall,23,ACUTE,CAT7,MTVTRA,HARMEFF,EXCSVE,GENM,OTH,Age0,AAD,5YEARSAVG
24168,2015,2019,ME,Maine,ARDI,Acute,Motor Vehicle Traffic Crashes,Motor vehicle traffic crashes,Alcohol-attributable deaths,5 years average,54,54.0,,,Harmful Effects,Excessive Alcohol Use,Overall,Other,Overall,23,ACUTE,CAT7,MTVTRA,HARMEFF,EXCSVE,GENALL,OTH,Age0,AAD,5YEARSAVG
24223,2015,2019,ME,Maine,ARDI,Acute,Other Acute Causes,Fall injuries,Alcohol-attributable deaths,5 years average,13,13.0,,,Harmful Effects,Excessive Alcohol Use,Overall,Other,Overall,23,ACUTE,CAT9,FALLIN,HARMEFF,EXCSVE,GENALL,OTH,Age0,AAD,5YEARSAVG
24317,2015,2019,ME,Maine,ARDI,Acute,Suicide,Suicide,Alcohol-attributable deaths,5 years average,12,12.0,,,Harmful Effects,Excessive Alcohol Use,Female,Other,Overall,23,ACUTE,CAT8,SUICID,HARMEFF,EXCSVE,GENF,OTH,Age0,AAD,5YEARSAVG
24318,2015,2019,ME,Maine,ARDI,Acute,Suicide,Suicide,Alcohol-attributable deaths,5 years average,14,14.0,,,Harmful Effects,Excessive Alcohol Use,Overall,Other,35-49,23,ACUTE,CAT8,SUICID,HARMEFF,EXCSVE,GENALL,OTH,Age3,AAD,5YEARSAVG
24319,2015,2019,ME,Maine,ARDI,Acute,Suicide,Suicide,Alcohol-attributable deaths,5 years average,14,14.0,,,Harmful Effects,Excessive Alcohol Use,Overall,Other,65+,23,ACUTE,CAT8,SUICID,HARMEFF,EXCSVE,GENALL,OTH,Age5,AAD,5YEARSAVG
24320,2015,2019,ME,Maine,ARDI,Acute,Suicide,Suicide,Alcohol-attributable deaths,5 years average,19,19.0,,,Harmful Effects,Excessive Alcohol Use,Overall,Other,50-64,23,ACUTE,CAT8,SUICID,HARMEFF,EXCSVE,GENALL,OTH,Age4,AAD,5YEARSAVG
24321,2015,2019,ME,Maine,ARDI,Acute,Suicide,Suicide,Alcohol-attributable deaths,5 years average,49,49.0,,,Harmful Effects,Excessive Alcohol Use,Male,Other,Overall,23,ACUTE,CAT8,SUICID,HARMEFF,EXCSVE,GENM,OTH,Age0,AAD,5YEARSAVG
24322,2015,2019,ME,Maine,ARDI,Acute,Suicide,Suicide,Alcohol-attributable deaths,5 years average,61,61.0,,,Harmful Effects,Excessive Alcohol Use,Overall,Other,Overall,23,ACUTE,CAT8,SUICID,HARMEFF,EXCSVE,GENALL,OTH,Age0,AAD,5YEARSAVG
24362,2015,2019,ME,Maine,ARDI,Chronic,100% Alcohol-Attributable,Alcohol dependence syndrome,Alcohol-attributable deaths,5 years average,10,10.0,,,Harmful Effects,Excessive Alcohol Use,Overall,Other,65+,23,CHRONIC,CAT1,ALCDSY,HARMEFF,EXCSVE,GENALL,OTH,Age5,AAD,5YEARSAVG
24363,2015,2019,ME,Maine,ARDI,Chronic,100% Alcohol-Attributable,Alcohol dependence syndrome,Alcohol-attributable deaths,5 years average,11,11.0,,,Harmful Effects,Excessive Alcohol Use,Female,Other,Overall,23,CHRONIC,CAT1,ALCDSY,HARMEFF,EXCSVE,GENF,OTH,Age0,AAD,5YEARSAVG
24364,2015,2019,ME,Maine,ARDI,Chronic,100% Alcohol-Attributable,Alcohol dependence syndrome,Alcohol-attributable deaths,5 years average,24,24.0,,,Harmful Effects,Excessive Alcohol Use,Overall,Other,50-64,23,CHRONIC,CAT1,ALCDSY,HARMEFF,EXCSVE,GENALL,OTH,Age4,AAD,5YEARSAVG
24365,2015,2019,ME,Maine,ARDI,Chronic,100% Alcohol-Attributable,Alcohol dependence syndrome,Alcohol-attributable deaths,5 years average,31,31.0,,,Harmful Effects,Excessive Alcohol Use,Male,Other,Overall,23,CHRONIC,CAT1,ALCDSY,HARMEFF,EXCSVE,GENM,OTH,Age0,AAD,5YEARSAVG
24366,2015,2019,ME,Maine,ARDI,Chronic,100% Alcohol-Attributable,Alcohol dependence syndrome,Alcohol-attributable deaths,5 years average,43,43.0,,,Harmful Effects,Excessive Alcohol Use,Overall,Other,Overall,23,CHRONIC,CAT1,ALCDSY,HARMEFF,EXCSVE,GENALL,OTH,Age0,AAD,5YEARSAVG
24416,2015,2019,ME,Maine,ARDI,Chronic,100% Alcohol-Attributable,Alcoholic liver disease,Alcohol-attributable deaths,5 years average,110,110.0,,,Harmful Effects,Excessive Alcohol Use,Overall,Other,Overall,23,CHRONIC,CAT1,ALCLID,HARMEFF,EXCSVE,GENALL,OTH,Age0,AAD,5YEARSAVG
24417,2015,2019,ME,Maine,ARDI,Chronic,100% Alcohol-Attributable,Alcoholic liver disease,Alcohol-attributable deaths,5 years average,18,18.0,,,Harmful Effects,Excessive Alcohol Use,Overall,Other,35-49,23,CHRONIC,CAT1,ALCLID,HARMEFF,EXCSVE,GENALL,OTH,Age3,AAD,5YEARSAVG
24418,2015,2019,ME,Maine,ARDI,Chronic,100% Alcohol-Attributable,Alcoholic liver disease,Alcohol-attributable deaths,5 years average,34,34.0,,,Harmful Effects,Excessive Alcohol Use,Overall,Other,65+,23,CHRONIC,CAT1,ALCLID,HARMEFF,EXCSVE,GENALL,OTH,Age5,AAD,5YEARSAVG
24419,2015,2019,ME,Maine,ARDI,Chronic,100% Alcohol-Attributable,Alcoholic liver disease,Alcohol-attributable deaths,5 years average,37,37.0,,,Harmful Effects,Excessive Alcohol Use,Female,Other,Overall,23,CHRONIC,CAT1,ALCLID,HARMEFF,EXCSVE,GENF,OTH,Age0,AAD,5YEARSAVG
24420,2015,2019,ME,Maine,ARDI,Chronic,100% Alcohol-Attributable,Alcoholic liver disease,Alcohol-attributable deaths,5 years average,55,55.0,,,Harmful Effects,Excessive Alcohol Use,Overall,Other,50-64,23,CHRONIC,CAT1,ALCLID,HARMEFF,EXCSVE,GENALL,OTH,Age4,AAD,5YEARSAVG
24421,2015,2019,ME,Maine,ARDI,Chronic,100% Alcohol-Attributable,Alcoholic liver disease,Alcohol-attributable deaths,5 years average,74,74.0,,,Harmful Effects,Excessive Alcohol Use,Male,Other,Overall,23,CHRONIC,CAT1,ALCLID,HARMEFF,EXCSVE,GENM,OTH,Age0,AAD,5YEARSAVG
24485,2015,2019,ME,Maine,ARDI,Chronic,Cancer,"Cancer, breast (females only)",Alcohol-attributable deaths,5 years average,11,11.0,,,Harmful Effects,Excessive Alcohol Use,Female,Other,Overall,23,CHRONIC,CAT2,CANBRE,HARMEFF,EXCSVE,GENF,OTH,Age0,AAD,5YEARSAVG
24486,2015,2019,ME,Maine,ARDI,Chronic,Cancer,"Cancer, breast (females only)",Alcohol-attributable deaths,5 years average,11,11.0,,,Harmful Effects,Excessive Alcohol Use,Overall,Other,Overall,23,CHRONIC,CAT2,CANBRE,HARMEFF,EXCSVE,GENALL,OTH,Age0,AAD,5YEARSAVG
24499,2015,2019,ME,Maine,ARDI,Chronic,Cancer,"Cancer, colorectal",Alcohol-attributable deaths,5 years average,13,13.0,,,Harmful Effects,Excessive Alcohol Use,Overall,Other,Overall,23,CHRONIC,CAT2,CANCOL,HARMEFF,EXCSVE,GENALL,OTH,Age0,AAD,5YEARSAVG
24531,2015,2019,ME,Maine,ARDI,Chronic,Cancer,"Cancer, liver",Alcohol-attributable deaths,5 years average,14,14.0,,,Harmful Effects,Excessive Alcohol Use,Overall,Other,65+,23,CHRONIC,CAT2,CANLIV,HARMEFF,EXCSVE,GENALL,OTH,Age5,AAD,5YEARSAVG
24532,2015,2019,ME,Maine,ARDI,Chronic,Cancer,"Cancer, liver",Alcohol-attributable deaths,5 years average,20,20.0,,,Harmful Effects,Excessive Alcohol Use,Overall,Other,Overall,23,CHRONIC,CAT2,CANLIV,HARMEFF,EXCSVE,GENALL,OTH,Age0,AAD,5YEARSAVG
24543,2015,2019,ME,Maine,ARDI,Chronic,Cancer,"Cancer, oral cavity and pharyngeal",Alcohol-attributable deaths,5 years average,14,14.0,,,Harmful Effects,Excessive Alcohol Use,Overall,Other,Overall,23,CHRONIC,CAT2,CANOCP,HARMEFF,EXCSVE,GENALL,OTH,Age0,AAD,5YEARSAVG
24595,2015,2019,ME,Maine,ARDI,Chronic,Heart Disease and Stroke,Coronary heart disease,Alcohol-attributable deaths,5 years average,11,11.0,,,Harmful Effects,Excessive Alcohol Use,Female,Other,Overall,23,CHRONIC,CAT3,ISCHTD,HARMEFF,EXCSVE,GENF,OTH,Age0,AAD,5YEARSAVG
24596,2015,2019,ME,Maine,ARDI,Chronic,Heart Disease and Stroke,Coronary heart disease,Alcohol-attributable deaths,5 years average,35,35.0,,,Harmful Effects,Excessive Alcohol Use,Male,Other,Overall,23,CHRONIC,CAT3,ISCHTD,HARMEFF,EXCSVE,GENM,OTH,Age0,AAD,5YEARSAVG
24597,2015,2019,ME,Maine,ARDI,Chronic,Heart Disease and Stroke,Coronary heart disease,Alcohol-attributable deaths,5 years average,38,38.0,,,Harmful Effects,Excessive Alcohol Use,Overall,Other,65+,23,CHRONIC,CAT3,ISCHTD,HARMEFF,EXCSVE,GENALL,OTH,Age5,AAD,5YEARSAVG
24598,2015,2019,ME,Maine,ARDI,Chronic,Heart Disease and Stroke,Coronary heart disease,Alcohol-attributable deaths,5 years average,46,46.0,,,Harmful Effects,Excessive Alcohol Use,Overall,Other,Overall,23,CHRONIC,CAT3,ISCHTD,HARMEFF,EXCSVE,GENALL,OTH,Age0,AAD,5YEARSAVG
24606,2015,2019,ME,Maine,ARDI,Chronic,Heart Disease and Stroke,Hypertension,Alcohol-attributable deaths,5 years average,19,19.0,,,Harmful Effects,Excessive Alcohol Use,Male,Other,Overall,23,CHRONIC,CAT3,HYPERT,HARMEFF,EXCSVE,GENM,OTH,Age0,AAD,5YEARSAVG
24607,2015,2019,ME,Maine,ARDI,Chronic,Heart Disease and Stroke,Hypertension,Alcohol-attributable deaths,5 years average,32,32.0,,,Harmful Effects,Excessive Alcohol Use,Female,Other,Overall,23,CHRONIC,CAT3,HYPERT,HARMEFF,EXCSVE,GENF,OTH,Age0,AAD,5YEARSAVG
24608,2015,2019,ME,Maine,ARDI,Chronic,Heart Disease and Stroke,Hypertension,Alcohol-attributable deaths,5 years average,40,40.0,,,Harmful Effects,Excessive Alcohol Use,Overall,Other,65+,23,CHRONIC,CAT3,HYPERT,HARMEFF,EXCSVE,GENALL,OTH,Age5,AAD,5YEARSAVG
24609,2015,2019,ME,Maine,ARDI,Chronic,Heart Disease and Stroke,Hypertension,Alcohol-attributable deaths,5 years average,51,51.0,,,Harmful Effects,Excessive Alcohol Use,Overall,Other,Overall,23,CHRONIC,CAT3,HYPERT,HARMEFF,EXCSVE,GENALL,OTH,Age0,AAD,5YEARSAVG
24620,2015,2019,ME,Maine,ARDI,Chronic,Heart Disease and Stroke,"Stroke, hemorrhagic",Alcohol-attributable deaths,5 years average,12,12.0,,,Harmful Effects,Excessive Alcohol Use,Overall,Other,Overall,23,CHRONIC,CAT3,STRHEM,HARMEFF,EXCSVE,GENALL,OTH,Age0,AAD,5YEARSAVG
24682,2015,2019,ME,Maine,ARDI,Chronic,"Liver, Gallbladder, and Pancreas","Liver cirrhosis, unspecified",Alcohol-attributable deaths,5 years average,19,19.0,,,Harmful Effects,Excessive Alcohol Use,Overall,Other,50-64,23,CHRONIC,CAT4,LIVCIR,HARMEFF,EXCSVE,GENALL,OTH,Age4,AAD,5YEARSAVG
24683,2015,2019,ME,Maine,ARDI,Chronic,"Liver, Gallbladder, and Pancreas","Liver cirrhosis, unspecified",Alcohol-attributable deaths,5 years average,24,24.0,,,Harmful Effects,Excessive Alcohol Use,Female,Other,Overall,23,CHRONIC,CAT4,LIVCIR,HARMEFF,EXCSVE,GENF,OTH,Age0,AAD,5YEARSAVG
24684,2015,2019,ME,Maine,ARDI,Chronic,"Liver, Gallbladder, and Pancreas","Liver cirrhosis, unspecified",Alcohol-attributable deaths,5 years average,31,31.0,,,Harmful Effects,Excessive Alcohol Use,Male,Other,Overall,23,CHRONIC,CAT4,LIVCIR,HARMEFF,EXCSVE,GENM,OTH,Age0,AAD,5YEARSAVG
24685,2015,2019,ME,Maine,ARDI,Chronic,"Liver, Gallbladder, and Pancreas","Liver cirrhosis, unspecified",Alcohol-attributable deaths,5 years average,33,33.0,,,Harmful Effects,Excessive Alcohol Use,Overall,Other,65+,23,CHRONIC,CAT4,LIVCIR,HARMEFF,EXCSVE,GENALL,OTH,Age5,AAD,5YEARSAVG
24686,2015,2019,ME,Maine,ARDI,Chronic,"Liver, Gallbladder, and Pancreas","Liver cirrhosis, unspecified",Alcohol-attributable deaths,5 years average,55,55.0,,,Harmful Effects,Excessive Alcohol Use,Overall,Other,Overall,23,CHRONIC,CAT4,LIVCIR,HARMEFF,EXCSVE,GENALL,OTH,Age0,AAD,5YEARSAVG
24793,2015,2019,ME,Maine,ARDI,Acute,Alcohol-Related Poisonings,Alcohol poisoning,Alcohol-attributable deaths,5 years average,10,10.0,,,Harmful Effects,Any Alcohol Use,Overall,Other,50-64,23,ACUTE,CAT6,ALCPOI,HARMEFF,ANYALC,GENALL,OTH,Age4,AAD,5YEARSAVG
24794,2015,2019,ME,Maine,ARDI,Acute,Alcohol-Related Poisonings,Alcohol poisoning,Alcohol-attributable deaths,5 years average,24,24.0,,,Harmful Effects,Any Alcohol Use,Overall,Other,Overall,23,ACUTE,CAT6,ALCPOI,HARMEFF,ANYALC,GENALL,OTH,Age0,AAD,5YEARSAVG
24797,2015,2019,ME,Maine,ARDI,Acute,Alcohol-Related Poisonings,Poisoning (not alcohol),Alcohol-attributable deaths,5 years average,21,21.0,,,Harmful Effects,Any Alcohol Use,Overall,Other,50-64,23,ACUTE,CAT6,OTHPOI,HARMEFF,ANYALC,GENALL,OTH,Age4,AAD,5YEARSAVG
24798,2015,2019,ME,Maine,ARDI,Acute,Alcohol-Related Poisonings,Poisoning (not alcohol),Alcohol-attributable deaths,5 years average,26,26.0,,,Harmful Effects,Any Alcohol Use,Female,Other,Overall,23,ACUTE,CAT6,OTHPOI,HARMEFF,ANYALC,GENF,OTH,Age0,AAD,5YEARSAVG
24799,2015,2019,ME,Maine,ARDI,Acute,Alcohol-Related Poisonings,Poisoning (not alcohol),Alcohol-attributable deaths,5 years average,32,32.0,,,Harmful Effects,Any Alcohol Use,Overall,Other,20-34,23,ACUTE,CAT6,OTHPOI,HARMEFF,ANYALC,GENALL,OTH,Age2,AAD,5YEARSAVG
24800,2015,2019,ME,Maine,ARDI,Acute,Alcohol-Related Poisonings,Poisoning (not alcohol),Alcohol-attributable deaths,5 years average,37,37.0,,,Harmful Effects,Any Alcohol Use,Overall,Other,35-49,23,ACUTE,CAT6,OTHPOI,HARMEFF,ANYALC,GENALL,OTH,Age3,AAD,5YEARSAVG
24801,2015,2019,ME,Maine,ARDI,Acute,Alcohol-Related Poisonings,Poisoning (not alcohol),Alcohol-attributable deaths,5 years average,67,67.0,,,Harmful Effects,Any Alcohol Use,Male,Other,Overall,23,ACUTE,CAT6,OTHPOI,HARMEFF,ANYALC,GENM,OTH,Age0,AAD,5YEARSAVG
24802,2015,2019,ME,Maine,ARDI,Acute,Alcohol-Related Poisonings,Poisoning (not alcohol),Alcohol-attributable deaths,5 years average,93,93.0,,,Harmful Effects,Any Alcohol Use,Overall,Other,Overall,23,ACUTE,CAT6,OTHPOI,HARMEFF,ANYALC,GENALL,OTH,Age0,AAD,5YEARSAVG
24805,2015,2019,ME,Maine,ARDI,Acute,Motor Vehicle Traffic Crashes,Motor vehicle traffic crashes,Alcohol-attributable deaths,5 years average,11,11.0,,,Harmful Effects,Any Alcohol Use,Overall,Other,50-64,23,ACUTE,CAT7,MTVTRA,HARMEFF,ANYALC,GENALL,OTH,Age4,AAD,5YEARSAVG
24806,2015,2019,ME,Maine,ARDI,Acute,Motor Vehicle Traffic Crashes,Motor vehicle traffic crashes,Alcohol-attributable deaths,5 years average,14,14.0,,,Harmful Effects,Any Alcohol Use,Female,Other,Overall,23,ACUTE,CAT7,MTVTRA,HARMEFF,ANYALC,GENF,OTH,Age0,AAD,5YEARSAVG
24807,2015,2019,ME,Maine,ARDI,Acute,Motor Vehicle Traffic Crashes,Motor vehicle traffic crashes,Alcohol-attributable deaths,5 years average,14,14.0,,,Harmful Effects,Any Alcohol Use,Overall,Other,35-49,23,ACUTE,CAT7,MTVTRA,HARMEFF,ANYALC,GENALL,OTH,Age3,AAD,5YEARSAVG
24808,2015,2019,ME,Maine,ARDI,Acute,Motor Vehicle Traffic Crashes,Motor vehicle traffic crashes,Alcohol-attributable deaths,5 years average,21,21.0,,,Harmful Effects,Any Alcohol Use,Overall,Other,20-34,23,ACUTE,CAT7,MTVTRA,HARMEFF,ANYALC,GENALL,OTH,Age2,AAD,5YEARSAVG
24809,2015,2019,ME,Maine,ARDI,Acute,Motor Vehicle Traffic Crashes,Motor vehicle traffic crashes,Alcohol-attributable deaths,5 years average,39,39.0,,,Harmful Effects,Any Alcohol Use,Male,Other,Overall,23,ACUTE,CAT7,MTVTRA,HARMEFF,ANYALC,GENM,OTH,Age0,AAD,5YEARSAVG
24810,2015,2019,ME,Maine,ARDI,Acute,Motor Vehicle Traffic Crashes,Motor vehicle traffic crashes,Alcohol-attributable deaths,5 years average,54,54.0,,,Harmful Effects,Any Alcohol Use,Overall,Other,Overall,23,ACUTE,CAT7,MTVTRA,HARMEFF,ANYALC,GENALL,OTH,Age0,AAD,5YEARSAVG
24850,2015,2019,ME,Maine,ARDI,Acute,Other Acute Causes,Fall injuries,Alcohol-attributable deaths,5 years average,13,13.0,,,Harmful Effects,Any Alcohol Use,Overall,Other,Overall,23,ACUTE,CAT9,FALLIN,HARMEFF,ANYALC,GENALL,OTH,Age0,AAD,5YEARSAVG
24917,2015,2019,ME,Maine,ARDI,Acute,Suicide,Suicide,Alcohol-attributable deaths,5 years average,12,12.0,,,Harmful Effects,Any Alcohol Use,Female,Other,Overall,23,ACUTE,CAT8,SUICID,HARMEFF,ANYALC,GENF,OTH,Age0,AAD,5YEARSAVG
24918,2015,2019,ME,Maine,ARDI,Acute,Suicide,Suicide,Alcohol-attributable deaths,5 years average,14,14.0,,,Harmful Effects,Any Alcohol Use,Overall,Other,35-49,23,ACUTE,CAT8,SUICID,HARMEFF,ANYALC,GENALL,OTH,Age3,AAD,5YEARSAVG
24919,2015,2019,ME,Maine,ARDI,Acute,Suicide,Suicide,Alcohol-attributable deaths,5 years average,14,14.0,,,Harmful Effects,Any Alcohol Use,Overall,Other,65+,23,ACUTE,CAT8,SUICID,HARMEFF,ANYALC,GENALL,OTH,Age5,AAD,5YEARSAVG
24920,2015,2019,ME,Maine,ARDI,Acute,Suicide,Suicide,Alcohol-attributable deaths,5 years average,19,19.0,,,Harmful Effects,Any Alcohol Use,Overall,Other,50-64,23,ACUTE,CAT8,SUICID,HARMEFF,ANYALC,GENALL,OTH,Age4,AAD,5YEARSAVG
24921,2015,2019,ME,Maine,ARDI,Acute,Suicide,Suicide,Alcohol-attributable deaths,5 years average,49,49.0,,,Harmful Effects,Any Alcohol Use,Male,Other,Overall,23,ACUTE,CAT8,SUICID,HARMEFF,ANYALC,GENM,OTH,Age0,AAD,5YEARSAVG
24922,2015,2019,ME,Maine,ARDI,Acute,Suicide,Suicide,Alcohol-attributable deaths,5 years average,61,61.0,,,Harmful Effects,Any Alcohol Use,Overall,Other,Overall,23,ACUTE,CAT8,SUICID,HARMEFF,ANYALC,GENALL,OTH,Age0,AAD,5YEARSAVG
24950,2015,2019,ME,Maine,ARDI,Chronic,100% Alcohol-Attributable,Alcohol dependence syndrome,Alcohol-attributable deaths,5 years average,10,10.0,,,Harmful Effects,Any Alcohol Use,Overall,Other,65+,23,CHRONIC,CAT1,ALCDSY,HARMEFF,ANYALC,GENALL,OTH,Age5,AAD,5YEARSAVG
24951,2015,2019,ME,Maine,ARDI,Chronic,100% Alcohol-Attributable,Alcohol dependence syndrome,Alcohol-attributable deaths,5 years average,11,11.0,,,Harmful Effects,Any Alcohol Use,Female,Other,Overall,23,CHRONIC,CAT1,ALCDSY,HARMEFF,ANYALC,GENF,OTH,Age0,AAD,5YEARSAVG
24952,2015,2019,ME,Maine,ARDI,Chronic,100% Alcohol-Attributable,Alcohol dependence syndrome,Alcohol-attributable deaths,5 years average,24,24.0,,,Harmful Effects,Any Alcohol Use,Overall,Other,50-64,23,CHRONIC,CAT1,ALCDSY,HARMEFF,ANYALC,GENALL,OTH,Age4,AAD,5YEARSAVG
24953,2015,2019,ME,Maine,ARDI,Chronic,100% Alcohol-Attributable,Alcohol dependence syndrome,Alcohol-attributable deaths,5 years average,31,31.0,,,Harmful Effects,Any Alcohol Use,Male,Other,Overall,23,CHRONIC,CAT1,ALCDSY,HARMEFF,ANYALC,GENM,OTH,Age0,AAD,5YEARSAVG
24954,2015,2019,ME,Maine,ARDI,Chronic,100% Alcohol-Attributable,Alcohol dependence syndrome,Alcohol-attributable deaths,5 years average,43,43.0,,,Harmful Effects,Any Alcohol Use,Overall,Other,Overall,23,CHRONIC,CAT1,ALCDSY,HARMEFF,ANYALC,GENALL,OTH,Age0,AAD,5YEARSAVG
